,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6558,x,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,b,v,l
1784,b,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,n,s,g
118,x,s,y,t,l,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
2583,f,f,n,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
6144,x,y,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
314,b,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
131,b,y,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,s,m
4135,f,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,g
6388,f,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
4764,x,y,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,g
1554,f,f,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
5677,x,s,w,t,f,f,c,b,w,t,f,f,w,w,w,o,p,h,v,g
4505,x,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d
1188,x,y,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,s,g
2582,f,f,e,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,v,d
6087,x,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
4509,x,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d
3832,f,f,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
5616,f,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,g
1888,f,f,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
3783,f,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,d
1311,f,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
5743,k,y,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
2979,x,f,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,v,d
8123,x,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,o,c,l
7805,x,y,n,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d
5662,f,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g
1441,x,s,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
6739,f,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
5176,f,s,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
1658,f,f,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
3210,f,f,e,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,v,d
1686,f,s,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
2755,f,f,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d
913,f,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,a,g
677,x,y,n,t,l,f,c,b,n,e,s,y,w,w,w,o,p,n,y,g
8073,k,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,y,v,l
4294,f,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p
3780,f,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,y,d
5551,f,y,r,f,n,f,c,n,p,e,s,f,w,w,w,o,f,h,v,d
6906,k,s,g,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,n,g
7021,f,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6487,f,y,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
4822,x,y,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,g
7145,x,y,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
5553,f,y,u,f,n,f,c,n,p,e,s,f,w,w,w,o,f,h,y,d
7811,x,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,y,v,l
814,x,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
7446,b,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,b,c,l
6538,x,y,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6298,f,s,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
1015,f,f,y,t,a,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
422,x,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
4228,x,f,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,g
3993,x,f,g,f,c,f,w,n,u,e,s,s,w,w,w,o,p,n,s,d
5668,x,y,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
7725,x,f,w,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g
7853,k,y,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6921,k,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
7307,k,s,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
7695,k,y,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
515,x,f,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
7199,f,s,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
2322,x,y,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
8062,k,y,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
4314,x,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p
4961,f,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,g
3441,x,f,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,s,d
3028,f,f,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
83,x,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
655,x,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,g
3933,x,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,p
887,f,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,y,g
3606,x,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,g
4884,x,y,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
3904,x,f,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,v,d
4500,x,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d
4705,x,y,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,g
4173,f,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,p
7071,k,y,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
1976,x,f,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d
546,b,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
5975,x,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,v,u
6496,f,s,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
4018,x,f,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d
6841,f,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
2344,x,y,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
2271,f,f,n,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,s,g
4790,f,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,p
2478,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,u
2807,x,y,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
6583,f,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
4899,f,y,w,f,n,f,c,n,h,e,s,f,w,w,w,o,f,h,v,d
2819,x,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,y,d
2063,x,f,n,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,v,d
2076,x,f,n,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,v,d
7091,f,y,n,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d
2089,f,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,u
1568,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
697,x,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
3665,f,f,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,v,d
5348,x,s,b,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,u
3687,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,s,d
3766,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,v,d
1919,f,f,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
1785,x,f,n,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
6355,x,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
283,x,s,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,s,m
668,f,y,y,t,l,f,c,b,n,e,s,y,w,w,w,o,p,n,y,p
6060,k,s,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
2689,x,y,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,v,d
506,x,s,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
25,f,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,g
3345,f,y,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,v,d
7294,f,y,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
3043,f,y,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
5239,k,f,y,f,n,f,c,n,w,e,k,y,w,y,w,o,e,w,v,d
7610,b,s,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,n,g
7358,k,f,g,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g
1174,x,f,g,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
1313,x,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
1894,x,s,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
1398,f,s,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
1699,x,s,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
7555,f,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,b,c,l
4566,x,y,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,p
4947,x,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d
7176,x,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,b,c,l
7694,k,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
90,x,f,n,f,n,f,c,n,n,e,s,s,w,w,w,o,p,n,y,u
4245,x,s,w,t,f,f,c,b,h,t,f,s,w,w,w,o,p,h,s,g
463,x,y,y,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
1564,b,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
7682,x,s,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
6946,x,s,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
5207,f,y,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,g
7154,x,s,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
5949,x,y,n,f,n,f,w,n,w,e,f,s,w,n,w,o,e,w,v,l
123,f,s,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,a,g
2624,x,y,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
5156,x,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,s,g
8068,f,s,n,f,n,a,c,b,o,e,s,s,o,o,o,o,p,b,c,l
6764,f,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6978,x,s,n,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
5123,x,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d
7581,k,f,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g
1022,b,y,w,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
4421,x,f,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,d
2817,f,f,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,s,g
161,b,y,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
7684,k,y,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
7350,x,s,g,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,s,g
1396,x,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
6798,f,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6140,f,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
7312,k,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
4034,x,y,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,g
514,x,f,n,f,n,f,c,n,k,e,s,s,w,w,w,o,p,n,v,u
4175,f,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,d
2280,x,f,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,y,d
2682,f,f,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d
2353,f,f,n,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,y,d
4713,f,f,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,p
1796,x,f,w,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
5003,f,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d
1995,x,f,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,y,d
5181,x,s,g,t,f,f,c,b,w,t,f,s,w,w,w,o,p,h,v,g
2876,f,f,g,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,y,d
79,f,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,y,g
5671,x,y,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,d
4984,f,y,u,f,n,f,c,n,w,e,s,f,w,w,w,o,f,h,y,d
37,x,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,u
1191,x,s,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,s,m
654,x,y,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,u
1086,b,y,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
5270,f,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,g
4989,x,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,g
1555,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,u
5832,f,y,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,g
1279,f,s,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,s,g
2976,x,y,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,v,d
5785,f,s,w,t,f,f,c,b,h,t,s,f,w,w,w,o,p,h,v,g
6469,k,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
5209,x,s,g,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,u
8058,k,s,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
6775,f,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6654,f,s,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
5462,x,s,w,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,s,g
1182,f,f,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
4102,f,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,d
2371,x,f,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,y,d
819,b,y,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,n,g
2190,x,f,n,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
2084,f,f,g,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,s,g
4746,x,y,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,d
1253,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,g
8101,k,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
1447,f,f,g,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,s,g
429,f,f,g,f,n,f,c,n,n,e,s,s,w,w,w,o,p,n,v,u
574,x,y,n,t,a,f,c,b,w,e,s,y,w,w,w,o,p,n,y,g
5917,x,s,e,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w
4974,f,y,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,d
1659,x,f,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
2603,x,f,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d
1835,x,f,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d
4698,x,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,p
7776,x,s,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g
1910,x,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
6840,x,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
3293,f,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,v,d
5955,b,f,n,f,n,f,c,n,w,e,k,y,w,n,w,o,e,w,v,d
7868,k,s,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6725,x,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
2982,x,f,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,v,d
7336,f,y,e,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d
3771,f,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
8034,k,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,b,c,l
1176,b,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
7189,x,s,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6751,f,y,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
5233,x,s,n,t,n,f,c,b,w,e,s,s,e,w,w,t,e,w,c,w
992,x,s,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,s,g
7994,x,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,o,c,l
6565,f,y,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
5536,f,y,e,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
3422,f,y,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,y,d
5655,f,s,b,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,v,g
704,f,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,p
5264,f,s,e,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w
2269,x,f,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,v,d
6119,k,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
875,x,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,p
6740,x,y,e,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
5426,x,s,b,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,s,g
2424,x,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d
5030,f,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,p
4436,f,y,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d
233,f,f,n,f,n,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
274,f,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,s,p
4561,f,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,d
4318,f,y,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,d
2626,x,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,v,d
4819,f,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,p
1468,f,f,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,a,g
4281,x,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p
7456,f,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
1973,x,f,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d
5595,x,y,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
3619,x,y,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d
239,f,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,s,p
4849,f,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,d
675,f,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,y,u
7531,x,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,b,c,l
1827,f,f,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,s,g
4537,x,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,g
1965,f,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
7443,f,y,n,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p
821,x,f,g,f,n,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
2703,f,f,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,y,d
3973,f,f,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,v,d
7093,f,s,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
7302,f,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
2215,x,y,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,v,d
3546,f,y,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
1234,f,s,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
176,b,y,w,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,m
640,b,y,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,k,n,m
5301,f,f,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,p
3576,f,y,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d
296,x,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,s,m
7598,k,s,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
4515,f,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,d
603,f,y,n,t,l,f,c,b,n,e,s,y,w,w,w,o,p,n,s,p
6254,f,y,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
3265,x,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p
1740,x,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1278,x,s,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
1760,x,s,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
6843,k,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
5340,x,s,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
2473,x,y,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,v,d
3909,f,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d
2653,f,y,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d
4615,x,y,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,d
4038,x,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d
7975,b,f,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g
4315,f,f,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,g
2955,f,f,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d
5241,f,y,y,f,n,f,c,n,w,e,k,y,w,y,w,o,e,w,v,d
1709,x,f,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d
5047,x,f,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,p
2875,x,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d
1925,f,f,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d
2323,x,f,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,y,d
3855,f,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d
3919,f,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
5589,x,y,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
5597,f,s,b,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,u
4136,x,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d
7438,k,s,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
214,f,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,s,g
1205,f,s,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
6369,f,y,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
7183,b,s,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,n,g
4901,f,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p
6221,x,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6596,f,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
2332,f,f,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,y,d
6545,f,y,n,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
5716,x,s,b,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,u
6024,f,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
6989,b,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,c,l
7863,k,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
5570,x,y,n,t,n,f,c,b,e,e,s,s,w,e,w,t,e,w,c,w
2952,x,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d
732,x,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
7904,x,f,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g
2962,x,y,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d
7743,k,f,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
1141,x,f,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d
4086,x,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,p
2003,x,f,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
8072,k,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
